REGION,DISTRICT,Region,District,Classification,Latitude,Longitude,Total_Population,Male_15_64,Female_15_64,Poverty_Incidence_pct,Poverty_Intensity_pct,Unemployment_Rate_pct,Illiteracy_Rate_pct,Uninsurance_Rate_pct,Youth_Dependency_Ratio,Sex_Ratio_15_64,Sexually_Active_Pop_pct,DHS_Region,HIV_Prev_Women_pct,HIV_Prev_Men_pct,HIV_Prev_Total_pct,HIV_Awareness_Women_pct,Condom_Use_pct,High_Risk_Sex_pct,Ever_Tested_HIV_pct,Know_Where_Test_pct,Accepting_Attitudes_pct,TB_Incidence_per100k,TB_HIV_CoInfection_pct,TB_Treatment_Success_pct,ART_Coverage_pct,VCT_Uptake_pct,Doctors_per10k,Nurses_per10k,OOP_Expenditure_pct,HIV_TB_Hotspot,Nat_HIV_New_Infections_per1000,Nat_HIV_Positivity_pct,Nat_PLHIV_All_Ages,Nat_HIV_Deaths,Nat_TB_Incidence_per100k,Nat_TB_New_Relapse_Cases,Nat_TB_HIV_Positive_pct,Data_Source_HIV,Data_Source_TB,Data_Source_Socioeconomic,Data_Source_Geometry,LISA_I,LISA_quadrant,LISA_p_sim,LISA_sig,LISA_cluster,BvLISA_I,BvLISA_quadrant,BvLISA_p,BvLISA_sig,BvLISA_cluster,Gi_z,Gi_p,Gi_cluster,GWR_coef_HIV_Prev_Total_pct,GWR_coef_Poverty_Intensity_pct,GWR_coef_Uninsurance_Rate_pct,GWR_coef_Doctors_per10k,GWR_local_R2,RF_Risk,XGB_Risk,LGB_Risk,Stacked_Risk,Ensemble_Risk_Score
VOLTA,KETU NORTH,VOLTA,KETU NORTH,,6.470662885714283,0.5501216246101069,82802.78571428571,23423.92857142857,26152.35714285714,29.307142857142857,43.29213193820892,52.80880765115114,21.072786251805027,31.318270400381298,59.127003285006595,0.9207048307787663,59.23168337696861,,1.1999999999999995,0.2999999999999999,0.7469858849193753,53.33256683551744,41.46666666666668,29.34285714285715,33.33333333333333,34.39999999999999,45.56,81.46977866097879,6.10778811039196,88.36211795592004,60.28665633275202,32.91911826597216,2.6291721606337215,34.70901042545828,28.97308981120607,0,0.4699999999999999,2.5620075948309577,328751.9493554879,13046.931927155882,126.0,19891.988917097835,11.884791888463598,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.7776621256834417,3,0.0,1,LL (Low-Low),1.9153549545681123,3,0.0,1,LL (Low-Low),-2.526524393722378,0.008,Coldspot 95%,5.76272470077371,0.8370270970559884,0.1109444773219046,-0.1984753116177239,0.922307145042138,0.010310344827586207,0.0078103448275862065,0.005110344827586206,0.008510344827586207,0.004810344827586206
WESTERN,MPOHOR,Western,Mpohor,District,4.9705877,-1.8927971,52028.0,16862.0,15461.0,31.4,44.317938587152995,48.20827983030032,25.451377685307072,48.52645816920635,55.04674076081789,1.0498716145461209,62.12616283539633,Western (pre 2022),3.4000000000000004,1.8,2.6,53.73571428571428,31.466666666666665,22.82857142857143,33.333333333333336,69.0018188577218,39.97,141.96818422698564,20.822921899557816,86.95095279514612,54.41401331405383,26.383227778931783,1.5393757282150426,32.318988709271025,28.861488384730325,0,0.47000000000000003,2.54,330312.91564094776,13003.030859075534,126.0,19885.524627355655,12.004370640451482,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.5228291565325223,0,0.07907907907907907,0,Not Significant,0.7587538876320102,1,0.008008008008008008,1,HH (High-High),1.3883814230579066,0.019,Not Significant,7.112126297383544,0.7568646716750431,0.1217159467309514,-0.9393270371623118,0.9704794976143596,0.0055,0.003,0.0003,0.0037,0.0
WESTERN,WASSA AMENFI WEST,WESTERN,WASSA AMENFI WEST,,5.164444985714285,-1.9217231254902143,119271.42857142857,36725.0,36147.42857142857,28.4,43.44419411096381,46.47447036792992,26.638352973607862,46.63628244450965,56.37923581717438,1.0372576022039162,60.84792221998605,,3.3999999999999995,1.8000000000000005,2.6,53.73571428571428,31.466666666666665,22.82857142857143,33.333333333333336,68.7400748126826,39.97,149.59752312955783,17.375526602149666,89.24957573383959,65.40090670674947,32.603164597410455,2.4042975753470754,37.70623951886577,28.63501285745197,0,0.46999999999999975,2.54,327861.09469325707,12928.242249893096,126.0,20189.305424257644,12.057856908236396,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.6479577274647967,1,0.024024024024024024,1,HH (High-High),0.7173601142503642,1,0.01701701701701702,1,HH (High-High),1.5277100961959604,0.008,Not Significant,7.328672100981347,0.6197559988253508,0.1255245817989936,-0.6496199251265088,0.8869964796510201,0.0055,0.003,0.0003,0.0037,0.0
VOLTA,KETU SOUTH,VOLTA,KETU SOUTH,,6.470662885714283,0.5501216246101069,82802.78571428571,23423.92857142857,26152.35714285714,29.307142857142857,44.82108872902113,54.30122094508625,26.31030702549032,31.931542586790297,57.07177253422413,0.9074885767272636,59.23168337696861,,1.1999999999999995,0.2999999999999999,0.7557200014263804,53.277975764147016,41.46666666666668,29.34285714285715,33.33333333333333,34.39999999999999,45.56,81.46977866097879,6.06768961287955,85.79976110442973,54.96453013618991,31.486674401605026,2.2647149236254234,33.26406846486507,31.40184968776584,0,0.4699999999999999,2.552190649957337,332125.423354473,13125.362583193528,126.0,20137.854594809127,11.88033321246566,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.7639413093632612,3,0.0,1,LL (Low-Low),1.900571361477005,3,0.0,1,LL (Low-Low),-2.3746890164624306,0.058,Coldspot 95%,5.785992768958186,0.9353917381230656,0.1069937586045712,-0.1281006528751722,0.9155925968857604,0.010310344827586207,0.0078103448275862065,0.005110344827586206,0.008510344827586207,0.004810344827586206
WESTERN,WASSA AMENFI CENTRAL,Western,Wassa Amenfi Central,District,5.7890318,-2.0839856,117999.0,38197.0,32215.0,37.6,42.8202984244438,44.575317868623564,38.630487944051715,47.73627892542403,60.97137862399613,1.1830606686527698,59.67169213298418,Western (pre 2022),3.4,1.8,2.6,53.73571428571428,31.466666666666672,22.82857142857143,33.333333333333336,69.12021579323071,39.970000000000006,151.70363716318982,17.237815450375127,83.28583307002278,62.184741999880586,31.719666566189183,1.9342982278030685,36.183801320762676,25.263246255869305,0,0.4699999999999999,2.54,327889.0783130806,13108.373780702097,126.0,20111.749227035743,11.907790801177796,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),-0.10519724210580349,0,0.7257257257257257,0,Not Significant,-0.1987694548894556,0,0.5405405405405406,0,Not Significant,0.6890840190676593,0.002,Not Significant,7.317476908522461,0.7126486478815838,0.1072025521836671,-0.7979684496813152,0.9117294631187032,0.017203577733421332,0.014703577733421333,0.012003577733421332,0.015403577733421332,0.011703577733421332
VOLTA,KETA MUNICIPAL,Volta,Keta Municipal,Municipal,5.9215688,0.9910728,78862.0,22241.0,25780.0,25.2,44.43864228391238,57.66973335223783,24.135873260979803,32.69822913371059,48.12837864122454,0.8592057391588517,60.89244503055971,Volta (pre 2022),1.2,0.3,0.7555176899756709,52.87207110753372,41.46666666666667,29.342857142857145,33.333333333333336,34.4,45.56,109.86101766607668,8.823024739981618,88.42267546953558,59.56615651790082,39.162109826898885,2.628664598310337,41.49058351927239,27.30215551822163,0,0.47,2.565372347934872,330947.65873991436,13016.263062275852,126.0,20160.040946328554,11.986339829313506,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.2782383113997133,3,0.002002002002002002,1,LL (Low-Low),1.0863254588425895,3,0.014014014014014014,1,LL (Low-Low),-2.1693500123583593,0.002,Coldspot 95%,5.9733109032166025,1.2058718646812274,0.1018031943291096,-0.2647720178167378,0.9102992458960102,0.010045026048127015,0.007545026048127015,0.004845026048127015,0.008245026048127015,0.004545026048127015
OTI,KADJEBI,Oti,Kadjebi,District,7.7210325,0.534053201682814,73959.0,21950.0,20709.0,27.2,41.10511423491937,41.759118742095914,26.989758194505736,29.49956824097956,64.79499387556628,1.058702993393631,57.67925472221096,Volta (pre 2022),1.190088920469563,0.30066082933914745,0.7523165444992534,53.15714285908477,41.46666666050318,29.342857142857145,33.333333292859166,34.63176066351168,45.52252667215753,40.0,5.019128454427082,90.76102680434308,59.43319080886418,29.541217512121435,2.026362275343156,43.19459094992109,22.893459518981167,0,0.47,2.530039572908909,331704.0280785919,13142.021058990762,126.0,20139.829146354376,12.058782032142547,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.7672144521481206,3,0.0,1,LL (Low-Low),2.290808472652373,3,0.0,1,LL (Low-Low),-2.519088279791896,0.001,Coldspot 95%,6.76649921950348,1.012621757876588,0.1218213633501485,-0.1461974200438215,0.9555068885689636,0.019287992220565233,0.016787992220565234,0.014087992220565233,0.017487992220565234,0.013787992220565233
CENTRAL,MFANTSEMAN MUNICIPAL,CENTRAL,MFANTSEMAN MUNICIPAL,,5.530626336363632,-1.1449043731652988,119024.0,34953.63636363636,36926.72727272727,24.518181818181816,43.42959727546898,51.37378392179843,25.441568304381555,42.426611891574176,61.62869533030171,0.9509711418598222,59.91984740183338,,1.7,0.2999999999999999,1.0091765352179745,51.40714285714287,34.833333333333336,24.15714285714285,33.33333333333332,49.8,38.07244301470349,89.14599386570036,7.173345776165852,87.30859980115045,62.08621828232051,35.124438667321336,2.1874251960580042,41.69047292577739,28.329811814871913,0,0.47,2.54,331234.9081313235,13093.330026146374,126.0,19834.73190389316,11.892243442791026,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.0655180454869828,3,0.001001001001001001,1,LL (Low-Low),0.9869644807361242,3,0.003003003003003003,1,LL (Low-Low),-1.9560886402628603,0.141,Not Significant,7.25298231365564,1.1458618096737168,0.1849223635537241,-0.277953292169728,0.965220424150404,0.0055,0.003,0.0003,0.0037,0.0
VOLTA,SOUTH TONGU,Volta,South Tongu,District,5.96577275,0.641061228110148,113114.0,29659.0,35644.0,32.4,44.92266946859986,51.78834550735255,29.484763850287813,27.457864036760526,60.81441723734252,0.8251705757223055,57.73202256130983,Volta (pre 2022),1.2,0.3,0.7516214474520194,53.52730763579132,41.46666666666667,29.342857142857145,33.333333333333336,34.4,45.56,101.37696003387514,5.533927492727398,85.66029109626758,47.687675261162696,30.33609316548012,2.2868643775652107,30.35807118957887,32.69516568934628,0,0.47,2.5339354981297393,331856.8373961647,12858.730450702707,126.0,19799.358946599965,12.000281441206106,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.281942443605877,3,0.008008008008008008,1,LL (Low-Low),0.9086464551838921,3,0.04504504504504504,1,LL (Low-Low),-2.173183506308542,0.086,Coldspot 95%,6.108107707639434,1.271226844265679,0.10563413338683,-0.4668216222375406,0.9164839429868948,0.0071034482758620685,0.004603448275862069,0.001903448275862069,0.005303448275862069,0.001603448275862069
CENTRAL,EKUMFI,Central,Ekumfi,District,5.28914455,-0.908864632637807,56741.0,14073.0,16944.0,31.5,46.26041716611534,52.728174883466274,30.576801608309772,58.96883224557018,68.21839703013444,0.783880419163142,54.66417581642904,Central,1.7,0.3,1.0093911051950728,51.407142857142865,34.833333333333336,24.15714285714285,33.333333333333336,49.79999999999999,38.05771662902618,92.67197466452872,14.06404442418063,83.47688687040414,37.080798874420914,27.085060991199363,1.5933514674777691,32.36371556847354,35.39483049791078,0,0.47,2.54,331853.8333914244,13092.529592993118,126.0,19960.83282037906,12.026911995163827,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.0674151058943298,3,0.001001001001001001,1,LL (Low-Low),0.8287749053889946,3,0.018018018018018018,1,LL (Low-Low),-1.9578451493908735,0.044,Not Significant,7.207319429063691,1.419078771831345,0.1603517919236931,-0.5672916172283129,0.952533991080984,0.0055,0.003,0.0003,0.0037,0.0
CENTRAL,TWIFO HEMANG LOWER DENKYIRA,CENTRAL,TWIFO HEMANG LOWER DENKYIRA,,5.530626336363632,-1.1449043731652988,119024.0,34953.63636363636,36926.72727272727,24.518181818181816,43.849613361982136,52.403022604472525,24.47610279807347,41.55473920887015,61.69410340234842,0.8962600588247968,59.91984740183338,,1.7,0.2999999999999999,0.9917571727555577,51.40714285714287,34.83333333333332,24.15714285714285,33.33333333333333,49.8,38.02706968925694,89.14599386570036,7.725315805288992,88.96830414512017,58.47965329893579,32.47519828821093,2.3209939892130906,39.8064008378951,26.99981322994701,0,0.47,2.54,330497.54117313307,12983.363610557868,126.0,20162.492216994153,12.055050900512626,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.0868669139776415,3,0.001001001001001001,1,LL (Low-Low),1.0067394390237208,3,0.003003003003003003,1,LL (Low-Low),-1.863270370451471,0.032,Not Significant,7.133051851686882,1.1041320044058696,0.1592870219582247,-0.1931577705573988,0.9770144259780736,0.0055,0.003,0.0003,0.0037,0.0
OTI,JASIKAN,OTI,JASIKAN,,7.85173986,0.288971759939309,94418.2,26298.2,26036.6,38.52,42.04285098608738,38.97528866891835,43.26228377966896,39.83538377395036,69.44287282256491,1.0295595259820396,55.580795717373135,,1.1915165315231568,0.299561875903607,0.7470054517364667,53.157142856118696,41.466666654231844,29.342857142857145,33.3333333331337,34.61261914192637,45.653205684111406,55.08374525972313,4.951952102834374,92.41754208403617,61.76878669272351,30.71190838378719,2.9128338180101725,44.49548166204558,21.14014912936416,0,0.4699999999999999,2.563429140285905,330197.3510251021,13085.400304260633,126.0,19972.50447948413,12.013870170731359,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.4208955436244355,3,0.001001001001001001,1,LL (Low-Low),2.4297441428237985,3,0.0,1,LL (Low-Low),-2.273256865178257,0.001,Coldspot 95%,6.413982278095805,0.5673740228937996,0.1074286608300953,-0.1179622181636551,0.9612840532350972,0.0155302813154657,0.0130302813154657,0.0103302813154657,0.0137302813154657,0.0100302813154657
CENTRAL,TWIFO ATTI-MORKWA,CENTRAL,TWIFO ATTI-MORKWA,,5.530626336363632,-1.1449043731652988,119024.0,34953.63636363636,36926.72727272727,24.518181818181816,43.50566228145222,52.328702263104745,22.501865174886063,44.06511635261312,60.54698263583516,0.9269282604246565,59.91984740183338,,1.7,0.2999999999999999,0.9996026036349805,51.40714285714287,34.83333333333333,24.15714285714285,33.33333333333333,49.8,38.15165727335713,89.14599386570036,6.982307368828513,92.47575641613992,57.411127430462535,31.720142999672692,1.9452425602253174,41.167253962960906,24.98201185196685,0,0.47,2.54,332014.3830081196,12945.086183869886,126.0,19938.2126622526,12.071310788407251,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.077251689972818,3,0.001001001001001001,1,LL (Low-Low),0.997833081588221,3,0.003003003003003003,1,LL (Low-Low),-1.855550723672013,0.109,Not Significant,7.019569342766588,1.2249819598321747,0.1372032783740576,-0.2057211455385466,0.9802542890844058,0.0055,0.003,0.0003,0.0037,0.0
OTI,KRACHI EAST MUNICIPAL,Oti,Krachi East Municipal,Municipal,7.69817,0.22447,110435.0,30990.0,30218.0,41.2,41.843640922488014,42.919229483808124,38.37497982991202,46.78605795131075,72.52401760194314,1.0074096452256829,55.42445782587042,Volta (pre 2022),1.1984567415371459,0.3004695659302572,0.7554223339407369,53.157142849096616,41.46666671301161,29.342857142857145,33.333333258599446,34.634076027263156,45.858951081977445,64.07372689414814,5.029250200985858,97.52921215709443,67.50721559109799,34.48710667071477,3.148059547454855,51.82377638540831,19.09992113499214,0,0.47,2.5474166130234615,331719.6983095547,13057.784150054344,126.0,20104.533157412337,11.955358788194008,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.4132862735205394,3,0.002002002002002002,1,LL (Low-Low),2.390658510747903,3,0.0,1,LL (Low-Low),-2.265967528373347,0.003,Coldspot 95%,6.85117198163364,1.288318457739181,0.1404565095964921,-0.2216113139839371,0.956787976905568,0.015769168356997973,0.013269168356997974,0.010569168356997973,0.013969168356997973,0.010269168356997973
CENTRAL,AWUTU SENYA,CENTRAL,AWUTU SENYA,,5.530626336363632,-1.1449043731652988,119024.0,34953.63636363636,36926.72727272727,24.518181818181816,43.463350179946325,49.63943134707974,23.22871275245325,41.987347652684655,60.07019790793137,0.8896732454969241,59.91984740183338,,1.7,0.2999999999999999,1.000802305368144,51.40714285714287,34.83333333333333,24.15714285714285,33.33333333333332,49.8,37.83108546700094,89.14599386570036,8.182713649607035,88.63868643581861,59.83813867384709,32.49079575460958,2.3421509721071825,37.42283149092767,29.228761601686333,0,0.46999999999999986,2.54,332058.83194973326,12927.91877463043,126.0,20057.043474062968,12.035282870370105,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.075781356337785,3,0.001001001001001001,1,LL (Low-Low),0.9964711458812139,3,0.003003003003003003,1,LL (Low-Low),-1.8543702564977986,0.117,Not Significant,7.556483076907927,2.357132939983785,0.1266408454608738,-0.651597504076423,0.9446616933685924,0.0055,0.003,0.0003,0.0037,0.0
OTI,NKWANTA SOUTH MUNICIPAL,Oti,Nkwanta South Municipal,Municipal,8.25811615,0.509975335946734,135936.0,36847.0,37565.0,42.8,41.73127658644418,38.872527608927015,40.3404016715814,51.642505590819994,79.47560264444157,0.9820683930705822,54.74046610169492,Volta (pre 2022),1.2002298886870417,0.2991875880766055,0.7566852123674891,53.15714284985099,41.466666604813184,29.342857142857145,33.33333327370494,34.62034629402224,45.91312189988536,86.42778136392148,5.028081296361476,91.2573006542897,62.6112426062672,32.6371818406022,3.976202496951989,51.43707425933737,15.0589555089269,0,0.47,2.536462599461182,333916.3522596437,12906.196484158592,126.0,20065.186078698607,12.110345770699217,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.7612539380845837,3,0.0,1,LL (Low-Low),2.741625654459954,3,0.0,1,LL (Low-Low),-2.5148465342657493,0.002,Coldspot 95%,7.242610000071861,1.4834883526855165,0.1548574537015245,-0.4992119108805998,0.9344101145635664,0.017133729591327772,0.01463372959132777,0.01193372959132777,0.01533372959132777,0.01163372959132777
CENTRAL,AWUTU SENYA EAST,CENTRAL,AWUTU SENYA EAST,,5.530626336363632,-1.1449043731652988,119024.0,34953.63636363636,36926.72727272727,24.518181818181816,43.256865007209136,46.09159798747253,25.652312073300156,44.918838621202895,58.98553805133856,0.9323925985364628,59.91984740183338,,1.7,0.29999999999999993,0.9944742369511378,51.40714285714287,34.83333333333333,24.15714285714285,33.33333333333333,49.79999999999999,37.94467342027112,89.14599386570036,6.753246967751385,90.51846315248143,59.01202988458347,32.4863006997997,2.2999521086004364,38.93638215281779,27.084767731408746,0,0.46999999999999986,2.54,329583.1409373354,12990.459851238482,126.0,19978.235626741756,12.096671645716759,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),1.0835369272277091,3,0.001001001001001001,1,LL (Low-Low),1.0036549500679255,3,0.003003003003003003,1,LL (Low-Low),-1.9725189792339106,0.023,Coldspot 95%,7.582969341882038,2.4236494356293665,0.1248908139224701,-0.5994333857380699,0.9354681766948384,0.0055,0.003,0.0003,0.0037,0.0
ASHANTI,AFIGYA KWABRE SOUTH,Ashanti,Afigya Kwabre South,District,6.83998064999999,-1.60957900170106,234667.0,68528.0,72634.0,13.0,43.20638959846068,47.71843230580355,9.278723762943306,27.267151994407836,61.46062464618656,0.9569551829686183,60.15417591736375,Ashanti,2.520104308709223,1.3,1.8999999999999997,56.864285714285714,29.03333333333333,22.928571428571427,33.31666666666666,72.60498430532719,43.31,122.38138562980204,6.401296141105377,81.50136542205048,62.891857966374836,29.21628985155847,1.3981225828602613,37.72005141585504,27.565111919311672,0,0.47,2.54,331740.6518784233,12928.272773766173,126.0,20118.236387070563,12.137743616251825,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.0006386765419022943,0,0.95995995995996,0,Not Significant,0.011605117015221645,0,0.1971971971971972,0,Not Significant,0.04788937055439613,0.072,Not Significant,7.397748326873101,1.467836831254617,0.1448441130663243,-0.2211034080984252,0.6066124738605224,0.0103038448389817,0.007803844838981699,0.005103844838981699,0.0085038448389817,0.004803844838981699
GREATER ACCRA,LA-NKWANTANANG-MADINA,GREATER ACCRA,LA-NKWANTANANG-MADINA,,5.624192658333333,-0.2349828662869439,173578.5,55808.77777777778,58485.944444444445,13.344444444444443,44.004378531310344,45.18601837181763,14.32680837009723,40.93352559462979,49.578296316677665,0.9570580255348303,65.98249284508076,,2.6000000000000005,1.3999999999999995,1.981548280618878,55.5357142857143,43.53333333333333,31.47142857142857,33.33333333333334,60.04999999999998,52.97000000000001,144.0384651859599,13.926371230642975,91.34153412897591,64.67162539776764,39.9648852393558,3.364570747194927,42.623064494316054,24.0807702750606,0,0.47,2.54,326896.8439078233,13065.531462244975,126.0,19998.691403195895,11.912379698327717,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.017167681257830428,0,0.6936936936936937,0,Not Significant,0.08849362339669703,1,0.036036036036036036,1,HH (High-High),0.236086050814282,0.493,Not Significant,7.860456030602911,2.740243999108304,0.1363105037529688,-0.6404969083218481,0.9179083767322423,0.0075,0.005,0.0023,0.0057,0.002
ASHANTI,ATWIMA KWANWOMA,Ashanti,Atwima Kwanwoma,District,6.65,-1.73333,234846.0,68316.0,73750.0,13.8,43.39787949265642,50.73476808917892,12.463740690683773,19.73416834161781,61.46341771294753,0.9706020778222263,60.4932594125512,Ashanti,2.5024915511272083,1.3,1.9000000000000001,56.86428571428572,29.03333333333333,22.928571428571427,33.31666666666666,72.24465929948008,43.31,112.78295066298271,14.737915582014375,90.09469783159699,60.339838133336926,35.65121893957421,1.3480211848621344,34.364129905162265,25.452841935862608,0,0.4699999999999999,2.54,329041.51377539913,13017.480636090433,126.0,19799.280093914847,12.027519897434493,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.000638676541902306,0,0.9469469469469469,0,Not Significant,0.000793916414308847,0,0.92992992992993,0,Not Significant,0.04788937055439662,0.332,Not Significant,7.196709861758225,1.4838110787112309,0.1278890819845758,-0.264069082773192,0.672171762004557,0.0055,0.003,0.0003,0.0037,0.0
ASHANTI,SEKYERE SOUTH,Ashanti,Sekyere South,District,6.99532965,-1.50292100938884,120076.0,33678.0,37497.0,22.6,42.93028959232386,51.99333141860171,14.472992459007504,31.19324669791351,66.11587983840856,0.9200607144880891,59.27495919251141,Ashanti,2.4790816306825936,1.3,1.9000000000000001,56.864285714285714,29.03333333333333,22.928571428571427,33.31666666666666,72.89113433464868,43.31,117.3510955944098,9.726533266517697,85.1471973948083,54.55157119764339,32.2113935009614,2.195515970786855,35.8593931081629,26.910946698787654,0,0.4699999999999999,2.54,329968.9765674169,12958.638157736412,126.0,19906.12326994792,11.983641302958874,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.000638676541902306,0,0.9469469469469469,0,Not Significant,0.0054873416957459,0,0.5275275275275275,0,Not Significant,0.04788937055439662,0.133,Not Significant,7.363756846948185,1.413491994752732,0.1547996808196711,-0.2021639732342194,0.6510685489421532,0.0055,0.003,0.0003,0.0037,0.0
GREATER ACCRA,GA EAST,GREATER ACCRA,GA EAST,,5.624192658333333,-0.2349828662869439,173578.5,55808.77777777778,58485.944444444445,13.344444444444443,43.39941655920588,44.27911243208409,10.68126550559642,40.159740216676035,52.36903751321668,0.9563233097781785,65.98249284508076,,2.6,1.3999999999999997,2.010897401422487,55.5357142857143,43.53333333333333,31.47142857142857,33.33333333333334,60.05,52.97000000000001,144.0384651859599,14.646070250637537,90.34748959983189,67.26019205854618,39.550386356828504,3.544881826342825,42.28930345484173,23.506916609253683,0,0.47000000000000003,2.5399999999999996,331575.2189511125,12866.265554029096,126.0,20020.62624998313,11.954020764777948,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.022060696499161248,0,0.6936936936936937,0,Not Significant,0.11371547144581144,1,0.036036036036036036,1,HH (High-High),0.2649646234986391,0.385,Not Significant,7.800171154840307,2.7271773705933047,0.1297749736309623,-0.6608327510403919,0.9223685078608052,0.0055,0.003,0.0003,0.0037,0.0
GREATER ACCRA,AYAWASO WEST,GREATER ACCRA,AYAWASO WEST,,5.624192658333333,-0.2349828662869439,173578.5,55808.77777777778,58485.944444444445,13.344444444444443,42.91581464147811,44.33321760151392,13.979085103842671,40.33748625564338,47.32697478355345,0.9434058915797126,65.98249284508076,,2.6,1.4000000000000001,1.9829303826948539,55.5357142857143,43.53333333333333,31.47142857142857,33.33333333333336,60.04999999999998,52.97000000000001,144.0384651859599,10.246449815056389,91.19989259717761,71.20703522088047,38.12299234692004,3.6046648846771494,43.60755901130425,22.510944241118338,0,0.47,2.54,329791.5857119331,13050.891456055677,126.0,19883.856951937472,12.105240241337418,DHS Ghana 2003 (regional) + WHO GHO (national),WHO Global TB Programme (national 2013-2024),Ghana Statistical Service 2021 Census,Ghana 260-District Shapefile (post-2018),0.017398102011081523,0,0.6936936936936937,0,Not Significant,0.08968136488925796,1,0.036036036036036036,1,HH (High-High),0.2374459939459807,0.38,Not Significant,7.861976632503402,2.7899358903025493,0.1326618329271347,-0.6028113285222491,0.9131056038166766,0.008958823529411766,0.006458823529411765,0.003758823529411765,0.007158823529411765,0.003458823529411765
